,tconst,tLabel,Location,Scene,geocodedLocation,latitude,longitude
1213,tt0107985,Rookie of the Year,"151 N. Oak Park Ave., Chicago, Illinois, USA",(Henry and his friends meet his mother on the street),"North Oak Park Avenue, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States of America",41.941811799999996,-87.7958387
1222,tt0088206,Supergirl,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",,"Pinewood Studios, Pinewood Green, Iver, Iver Heath, Buckinghamshire, South East, England, SL0 0QJ, United Kingdom",51.54831515,-0.5346765566753087
1224,tt0088206,Supergirl,"Scotland, UK",(Various Scenes),"Scotland, United Kingdom",56.78611120000001,-4.1140517999999995
1225,tt6811018,The Kid Who Would Be King,"Stevens Point, Wisconsin, USA",,"Stevens Point, Portage County, Wisconsin, United States of America",44.5229223,-89.574111
1226,tt6811018,The Kid Who Would Be King,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
1228,tt0084945,Zapped!,"Downtown, Los Angeles, California, USA",(schools),"Downtown, Los Angeles, Los Angeles County, California, United States of America",34.0428494,-118.24767320000001
1230,tt0084945,Zapped!,"Los Feliz, Los Angeles, California, USA",,"Los Feliz, Los Angeles, Los Angeles County, California, United States of America",34.1076561,-118.2875062
1231,tt0084945,Zapped!,"Hollywood, California, USA",,"Hollywood, Los Angeles, Los Angeles County, California, 90028-8127, United States of America",34.0980031,-118.329523
1232,tt0084945,Zapped!,"17965 Ventura Blvd, Encino, California, USA",(Big Ben's Records),"Ventura Boulevard, Encino, Los Angeles, Los Angeles County, California, 91316-3402, United States of America",34.1603868,-118.50648840000001
1234,tt2872518,The Shack,"British Columbia, Canada",,"British Columbia, Canada",55.001251,-125.00244099999999
1237,tt3793630,The Lion Guard,Africa,,Africa,11.5024338,17.7578122
1238,tt1612774,Rubber,"Palmdale, California, USA",,"Palmdale, Los Angeles County, California, United States of America",34.5793131,-118.1171108
1244,tt6428676,Wonder Park,"Las Rozas, Madrid, Spain",,"Las Rozas, Colmenar de Oreja, Las Vegas, Comunidad de Madrid, 28380, España",40.09597410000001,-3.3535849
1245,tt6428676,Wonder Park,"Los Angeles, California, USA",(Nickelodeon Movies),"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1254,tt0441796,Stay Alive,"Louisiana, USA",,"Louisiana, United States of America",30.8703881,-92.007126
1261,tt0117894,Thinner,"Thomaston, Maine, USA",,"Thomaston, Knox County, Maine, 04861, United States of America",44.079291,-69.18054094073034
1262,tt0117894,Thinner,"Camden, Maine, USA",,"Camden, Knox County, Maine, United States of America",44.210265,-69.065552
1268,tt0117331,The Phantom,"City Hall, Brisbane, Queensland, Australia",,"City, 46, Charlotte Street, Brisbane City, Queensland, 4001, Australia",-27.471673100000004,153.0258427
1274,tt0362165,Son of the Mask,"Sydney, New South Wales, Australia",,"Sydney, New South Wales, Australia",-33.8548157,151.2164539
1281,tt0283084,Tuck Everlasting,"Whitaker Point, Arkansas, USA",,"Whitaker Point, Whitaker Point Trail, Ryker, Newton County, Arkansas, United States of America",35.891217,-93.4404153
1283,tt0345950,The SpongeBob SquarePants Movie,"Santa Clarita, California, USA",,"Santa Clarita, Los Angeles County, California, United States of America",34.3916641,-118.54258600000001
1289,tt0450336,Town Creek,"Bucharest, Romania",,"Municipiul București, România",44.4361414,26.1027202
1290,tt0450336,Town Creek,Romania,,România,45.98521289999999,24.6859225
1297,tt3556944,Heroes Reborn,"Hamilton, Ontario, Canada","(City Hall, Jet Port, former Lawson Lumber, Scottish Rite)","Hamilton, Golden Horseshoe, Ontario, L8P 0B3, Canada",43.2560802,-79.8728583
1301,tt0106763,"Double, Double Toil and Trouble","1526 Angus Drive, Vancouver, British Columbia, Canada",(Aunt Agatha's house),"Angus Drive, Kerrisdale, Vancouver, Metro Vancouver Regional District, British Columbia, V6P, Canada",49.2150781,-123.14842079999998
1304,tt0396592,Fat Albert,"Santa Clarita, California, USA",,"Santa Clarita, Los Angeles County, California, United States of America",34.3916641,-118.54258600000001
1306,tt0396592,Fat Albert,"Valencia, California, USA",,"Valencia, Santa Clarita, Los Angeles County, California, 91355, United States of America",34.413819000000004,-118.56103780000001
1307,tt7215646,The Dark Tower,"Rijeka, Croatia",,"Grad Rijeka, Primorsko-goranska županija, Hrvatska",45.327175200000006,14.4412309
1311,tt0831887,The Spirit,"Albuquerque, New Mexico, USA",,"Albuquerque, Bernalillo County, New Mexico, United States of America",35.0841034,-106.6509851
1312,tt0114194,The Prophecy,"Superior, Arizona, USA",,"Superior, Pinal County, Arizona, United States of America",33.293945,-111.09623049999999
1319,tt4189492,Man Seeking Woman,"Toronto, Ontario, Canada",,"Toronto, Peel, Golden Horseshoe, Ontario, Canada",43.6534817,-79.38393470000001
1320,tt2243537,A Haunted House,"Stevenson Ranch, California, USA",,"Stevenson Ranch, Los Angeles County, California, 91381, United States of America",34.3881783,-118.58539569999999
1322,tt0808096,Primeval,"Canary Islands, Spain",,"Canarias, La Orotava, Santa Cruz de Tenerife, Canarias, España",28.2935785,-16.621447121144122
1324,tt0366627,The Jacket,"Bearsden, East Dunbartonshire, Scotland, UK",,"Bearsden, East Dunbartonshire, Scotland, G61, United Kingdom",55.920460999999996,-4.333204599999999
1329,tt0281432,The Dead Zone,"Longueuil, Québec, Canada",,"Longueuil, Longueuil (agglomeration), Montérégie, Québec, Canada",45.5172382,-73.44674659999998
1330,tt0281432,The Dead Zone,"St-Constant, Québec, Canada",,"Saint-Constant, Roussillon, Montérégie, Québec, Canada",45.3724897,-73.5704589
1331,tt1502404,Drive Angry,"Minden, Louisiana, USA",,"Minden, Webster Parish, Louisiana, 71055, United States of America",32.6154278,-93.2868354
1339,tt0348913,Dead Like Me,"British Columbia, Canada",,"British Columbia, Canada",55.001251,-125.00244099999999
1341,tt0348913,Dead Like Me,"Surrey, British Columbia, Canada",,"Surrey, Metro Vancouver Regional District, British Columbia, Canada",49.1913033,-122.8491439
1343,tt1757678,Avatar 3,New Zealand,,New Zealand / Aotearoa,-41.5000831,172.83440769999999
1346,tt5714470,Come Away,"Pinewood Studios, UK",,"Pinewood Studios, Pinewood Green, Iver, Iver Heath, Buckinghamshire, South East, England, SL0 0QJ, United Kingdom",51.54831515,-0.5346765566753087
1352,tt0960731,Bedtime Stories,"Newbury Park, California, USA",,"Newbury Park, Ventura County, California, 91320, United States of America",34.183671000000004,-118.91183020000001
1356,tt0960731,Bedtime Stories,"New York City, New York, USA",(the essex house hotel),"New York, United States of America",40.7127281,-74.0060152
1360,tt1074206,The Passage,"Conyers, Georgia, USA",(hospital scene),"Conyers, Rockdale County, Georgia, 30013-2028, United States of America",33.66761029999999,-84.0176904
1363,tt6864046,Ying,"Hubei, China",,"湖北省, China 中国",31.15172525,112.87832224656044
1364,tt0118604,An American Werewolf in Paris,"Amsterdam, Noord-Holland, Netherlands",,"Amsterdam, Noord-Holland, Nederland",52.3727598,4.8936041
1370,tt0114168,Powder,"Wharton, Texas, USA",,"Wharton County, Texas, United States of America",29.2454534,-96.2291474
1371,tt0114168,Powder,"Prairie View A&M University, Prairie View, Texas, USA",,"Prairie View A&M University, 700, University Drive, Prairie View, Waller County, Texas, 77446, United States of America",30.09609545,-95.9870006795148
1373,tt0114168,Powder,"Texas City, Texas, USA",,"Texas City, Galveston County, Texas, United States of America",29.396013,-94.9175485
1377,tt1740828,Wonder Woman,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1379,tt0076221,Jabberwocky,"Chepstow Castle, Chepstow, Monmouthshire, Wales, UK","(castle's gate, streets)","Chepstow Castle, Bridge Street, Chepstow, Monmouthshire, Cymru / Wales, NP16 5EZ, United Kingdom",51.6440049,-2.674992043762
1389,tt10172268,Tomb Raider 2,"Wilton House, Wilton, Salisbury, Wiltshire, England, UK",(Croft Manor),"Wilton, Wiltshire, South West England, England, SP2 0JP, United Kingdom",51.0805315,-1.8607051
1393,tt0110763,The Pagemaster,"40 N Golden W Ave, Arcadia, California, USA",(Richard is mocked by the other kids),"40, North Golden West Avenue, Arcadia, Los Angeles County, California, 91007, United States of America",34.14065,-118.05963700000001
1394,tt0110763,The Pagemaster,"936 Monte Verde Dr, Arcadia, California, USA",(Richard's House),"936, Monte Verde Drive, Arcadia, Los Angeles County, California, 91007, United States of America",34.14333856835802,-118.06247541210716
1396,tt0100240,The NeverEnding Story II: The Next Chapter,Australia,,Australia,-24.7761086,134.755
1400,tt0100240,The NeverEnding Story II: The Next Chapter,Germany,,Deutschland,51.0834196,10.4234469
1403,tt0057197,Jason and the Argonauts,"Centola, Salerno, Campania, Italy",,"Centola, Salerno, Campania, Italia",40.066502,15.311963
1405,tt0057197,Jason and the Argonauts,Italy,,Italia,42.6384261,12.674297
1407,tt6898970,Tidelands,"Moreton Bay, Queensland, Australia",,"Moreton Bay, Queensland, Australia",-27.239781899999997,153.2539994
1408,tt6898970,Tidelands,"Brisbane, Queensland, Australia",,"Brisbane City, Queensland, Australia",-27.468968199999996,153.02349909999998
1409,tt6898970,Tidelands,"Shorncliffe, Queensland, Australia",,"Shorncliffe, Brisbane City, Queensland, Australia",-27.326099499999998,153.08185
1414,tt1231580,Alvin en de Chipmunks 2,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
1418,tt0111070,The Santa Clause,"Blythwood Junior Public School, Toronto, Ontario, Canada",(Charlie's classroom),"Blythwood Junior Public School, 2, Strathgowan Crescent, Don Valley West, Old Toronto, Toronto, Peel, Golden Horseshoe, Ontario, M4N 2Z5, Canada",43.71989505,-79.38993493117417
10,tt4786824,The Crown,"Cruden Bay, Aberdeenshire, Scotland, UK",,"Cruden Bay, Aberdeenshire, Scotland, AB42 0NJ, United Kingdom",57.41728620000001,-1.8560211
25,tt11656892,Des,"Watford, Hertfordshire, England, UK",(As Melrose Avenue house),"Watford, Hertfordshire, East of England, England, United Kingdom",51.6553875,-0.3957425
27,tt3833480,The Outpost,Bulgaria,,Бългaрия,42.6073975,25.4856617
32,tt7366338,Chernobyl,"Kyiv, Ukraine",(as Moscow exterior scenes),"Київ, Україна",50.4500336,30.524136100000003
42,tt0185906,Band of Brothers,"Goldings, Hertfordshire, England, UK",,"Goldings, East Hertfordshire, Hertfordshire, East of England, England, SG14 2WF, United Kingdom",51.8118646,-0.1001454
46,tt0108052,Schindler's List,"Jerusalem, Israel",,"ירושלים, מחוז ירושלים, no, ישראל",31.778345,35.2250786
52,tt0758790,The Tudors,"Kilruddery House, Bray, County Wicklow, Ireland",(season 4),"Kilruddery Deerpark, Kilmacanoge, The Municipal District of Bray, County Wicklow, Leinster, Ireland",53.1714415,-6.111532481202543
58,tt6924650,Midway,"Montréal, Québec, Canada",,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",45.4972159,-73.61036419999999
62,tt5057130,Medici,"Tivoli, Rome, Lazio, Italy","(Hadrian's Villa, Villa d'Este)","Tivoli, Paterno, Tivoli, Roma Capitale, Lazio, 00019, Italia",41.95948185,12.797478884048815
85,tt0979432,Boardwalk Empire,"Gramercy Park, Manhattan, New York City, New York, USA",,"Gramercy Park, Manhattan, New York County, New York, United States of America",40.73792525,-73.98593239621584
90,tt4846340,Hidden Figures,"East Point, Georgia, USA",(Katherine's home),"East Point, Georgia, 30344, United States of America",33.6795531,-84.43937240000001
93,tt4846340,Hidden Figures,"Madison, Georgia, USA",(Road scenes),"Madison County, Georgia, United States of America",34.1307533,-83.1817407
118,tt0112573,Braveheart,"Scotland, UK",,"Scotland, United Kingdom",56.78611120000001,-4.1140517999999995
123,tt1707386,Les Misérables,"Old Royal Naval College, Greenwich, London, England, UK",,"Old Royal Naval College, Park Row, East Greenwich, Royal Borough of Greenwich, London, Greater London, England, SE10 9NL, United Kingdom",51.4829661,-0.006257671681354558
156,tt1663202,The Revenant,"San Francisco Peaks, Arizona, USA",,"Cerro Palma, Lares, Puerto Rico, 00669, United States of America",18.2938413,-66.854343
162,tt1663202,The Revenant,"Durango, Mexico",(Mexico),"Durango, México",24.833333,-104.833333
182,tt0108358,Tombstone,"Fort Crittenden, Sonoita, Arizona, USA",,"Fort Crittenden Road, Sonoita, Santa Cruz County, Arizona, 85637, United States of America",31.665455600000005,-110.69567079999999
197,tt9071322,Dark Waters,"Fountain Square, Cincinnati, Ohio, USA",(Rob and colleagues take a break),"Fountain Square, Walnut Street, Lytle Park Historic District, Over-the-Rhine, Cincinnati, Hamilton County, Ohio, 45202-2209, United States of America",39.101584499999994,-84.5114153
205,tt0112384,Apollo 13,"Ellington Field, Texas, USA",,"Ellington Field Joint Reserve Base, Houston, Harris County, Texas, United States of America",29.616989299999997,-95.17049891728188
234,tt2708480,The Terror,"Vancouver, British Columbia, Canada",(Season 2),"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
255,tt0422720,Marie Antoinette,"Fontainebleau, Seine-et-Marne, France",,"Fontainebleau, Seine-et-Marne, Île-de-France, France métropolitaine, 77300, France",48.4049375,2.7015872000000005
256,tt0422720,Marie Antoinette,"Chateau de Millemont, Millemont, Yvelines, France",,"Château de Millemont, D 197, Millemont, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78940, France",48.8076043,1.7375904558344035
295,tt0320661,Kingdom of Heaven,"Ouarzazate, Morocco",,"Ouarzazate ⵡⴰⵔⵣⴰⵣⴰⵜ ورزازات, Pachalik d'Ouarzazate, Province de Ouarzazate ⵍⵉⵇⵍⵉⵎ ⵏ ⵡⴰⵔⵣⴰⵣⴰⵜ إقليم ورززات, Drâa-Tafilalet ⴷⴰⵔⵄⴰ-ⵜⴰⴼⵉⵍⴰⵍⵜ درعة تافيلالت, 45005, Maroc",30.920192999999998,-6.9109229999999995
297,tt0320661,Kingdom of Heaven,Spain,,España,39.3262345,-4.838064900000001
335,tt1390411,In the Heart of the Sea,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
338,tt4172430,13 Hours,Morocco,,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482
364,tt0443680,The Assassination of Jesse James by the Coward Robert Ford,"Canmore, Alberta, Canada",,"Canmore, Town of Canmore, Alberta, T1W 2H4, Canada",51.08668970000001,-115.3481135
389,tt6679794,Outlaw King,"Tantallon Castle, East Lothian",(location),"Tantallon Castle, A198, Auldhame, Tyninghame, East Lothian, Scotland, EH39 5PW, United Kingdom",56.056491,-2.650709343406835
422,tt0408306,Munich,"Paris, France",,"Paris, Île-de-France, France métropolitaine, France",48.856696899999996,2.3514616000000004
425,tt0955308,Robin Hood,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
440,tt0343737,The Good Shepherd,"Pratt Institute, Clinton Hill, Brooklyn, New York City, New York, USA",,"Pratt Institute, 200, Willoughby Avenue, Clinton Hill, Brooklyn, Kings County, New York, 11205, United States of America",40.69133825,-73.96301632978006
480,tt2372220,The White Queen,"Bruges, West Flanders, Belgium",,"Brugge, West-Vlaanderen, Vlaanderen, België - Belgique - Belgien",51.208552600000004,3.226772
481,tt2372220,The White Queen,"Ghent, Flanders, Belgium",,"Gent, Oost-Vlaanderen, Vlaanderen, België - Belgique - Belgien",51.0538286,3.7250121
492,tt0075784,A Bridge Too Far,"Grave, Noord-Brabant, Netherlands",(Grave Bridge scene),"Grave, Noord-Brabant, Nederland",51.7596504,5.7411125
505,tt4555426,Darkest Hour,"10 Downing Street, London, England, UK",(exterior view),"Prime Minister’s Office, 10, Downing Street, Westminster, Covent Garden, City of Westminster, London, Greater London, England, SW1A 2AA, United Kingdom",51.50344025,-0.12770820958562096
